iter	Logloss
129	0.6163941862
130	0.6163103349
131	0.6162187453
132	0.6161742397
133	0.6160842557
134	0.616001217
135	0.615934594
136	0.6158784409
137	0.6158167602
138	0.6157183504
139	0.6156677729
140	0.6156275267
141	0.615516434
142	0.6154788991
143	0.6153946901
144	0.6153147843
145	0.6152634864
146	0.6152052279
147	0.6151118044
148	0.6150646107
149	0.6149963273
150	0.614942213
151	0.6148862519
152	0.6148438347
153	0.6147698605
154	0.614699934
155	0.6146440947
156	0.6145517212
157	0.6144583783
158	0.6143900256
159	0.6143222109
160	0.6142567875
161	0.6141667292
162	0.6141263606
163	0.6140724596
164	0.6140305803
165	0.6139807607
166	0.6139109621
167	0.6138578243
168	0.6138096474
169	0.6137563283
170	0.6137156994
171	0.6136298581
172	0.6135649598
173	0.6135099185
174	0.6134555968
175	0.6134127683
176	0.6133729437
177	0.6132816953
178	0.6132319655
179	0.613167092
180	0.6131284803
181	0.6130557932
182	0.6129910933
183	0.6129628849
184	0.6129021664
185	0.6128506948
186	0.6128050305
187	0.6127459966
188	0.6126925653
189	0.612633726
190	0.6125819548
191	0.6125231051
192	0.612476478
193	0.612427031
194	0.6123628973
195	0.6122958215
196	0.6122492088
197	0.6122152969
198	0.6121657359
199	0.6121170632
200	0.6120697275
201	0.6120221778
202	0.6119817793
203	0.6119201818
204	0.6118782558
205	0.611851676
206	0.6118109521
207	0.6117795222
208	0.6117513758
209	0.6117098155
210	0.6116676236
211	0.6116413989
212	0.6115805444
213	0.6115498344
214	0.6115041464
215	0.6114456245
216	0.6114030669
217	0.6113689541
218	0.6113206284
219	0.6112893571
220	0.6112649706
221	0.6112232356
222	0.6111663581
223	0.611103115
224	0.6110420148
225	0.6110019046
226	0.6109528167
227	0.6108949468
228	0.6108537616
229	0.6108105857
230	0.6107519895
231	0.6107245573
232	0.6106997
233	0.6106699243
234	0.6105986014
235	0.6105576565
236	0.6104892543
237	0.6104657463
238	0.6104150551
239	0.6103837657
240	0.6103352426
241	0.6102664174
242	0.6102288644
243	0.6101976045
244	0.6101597817
245	0.6101274212
246	0.6100901327
247	0.6100468812
248	0.6099994715
249	0.6099767137
250	0.6099514816
251	0.6099019989
252	0.6098777492
253	0.6098526488
254	0.6097911003
255	0.6097455389
256	0.6097045086
257	0.6096390125
258	0.6095967065
259	0.6095681317
260	0.6095250986
261	0.6094853251
262	0.609434994
263	0.6094073698
264	0.6093605376
265	0.6093077043
266	0.6092656369
267	0.6092313239
268	0.6092004101
269	0.6091554944
270	0.6090972551
271	0.6090481981
272	0.6090012006
273	0.608943483
274	0.6089160088
275	0.6088840874
276	0.6088554871
277	0.6088271797
278	0.6087890909
279	0.6087509025
280	0.6087189856
281	0.6086873847
282	0.6086560088
283	0.6086087374
284	0.608571359
285	0.608532196
286	0.6085064185
287	0.6084844972
288	0.6084521279
289	0.608409392
290	0.6083840921
291	0.6083456543
292	0.6083066279
293	0.6082760988
294	0.6082458108
295	0.6082015565
296	0.608161015
297	0.6081293946
298	0.6080965115
299	0.6080682493
300	0.6080478091
301	0.6080229705
302	0.6079913975
303	0.6079551587
304	0.6079259831
305	0.6078891275
306	0.6078613105
307	0.6078294557
308	0.6077893966
309	0.6077444967
310	0.6077141457
311	0.6076881669
312	0.6076443394
313	0.6076246166
314	0.6075940695
315	0.607570254
316	0.6075224615
317	0.6074846365
318	0.6074533389
319	0.6074175087
320	0.6073901253
321	0.6073618583
322	0.6073024141
323	0.6072717256
324	0.6072458225
325	0.6072174792
326	0.6071939875
327	0.6071516203
328	0.6071306465
329	0.6071054755
330	0.6070746699
331	0.6070577192
332	0.6070309638
333	0.6069923357
334	0.6069543085
335	0.6069306176
336	0.6069056067
337	0.606871229
338	0.6068458397
339	0.6068249541
340	0.6068032843
341	0.6067763916
342	0.6067454176
343	0.6066977322
344	0.6066606655
345	0.606633133
346	0.6066034412
347	0.606579719
348	0.606559131
349	0.6065405747
350	0.6065001221
351	0.6064739471
352	0.6064310369
353	0.6063838134
354	0.6063557541
355	0.6063141904
356	0.6062766784
357	0.6062140757
358	0.6061866382
359	0.6061495603
360	0.606122155
361	0.606090167
362	0.6060637875
363	0.6060306703
364	0.6059897302
365	0.6059514757
366	0.605926209
367	0.6058935901
368	0.6058607446
369	0.605817693
370	0.6057954259
371	0.6057703663
372	0.605732815
373	0.6057026373
374	0.6056576261
375	0.6056278526
376	0.6055884658
377	0.6055413886
378	0.6054904317
379	0.6054506707
380	0.6054165315
381	0.6053762266
382	0.6053411818
383	0.6053135094
384	0.6052849509
385	0.6052506505
386	0.6052341079
387	0.6051992261
388	0.6051541471
389	0.6051028266
390	0.6050667894
391	0.6050277074
392	0.6049926156
393	0.6049556981
394	0.6049236212
395	0.6048984923
396	0.6048802546
397	0.604842916
398	0.6048031646
399	0.6047537795
400	0.6047279192
401	0.6046948072
402	0.6046573253
403	0.6046273632
404	0.6045886797
405	0.6045426882
406	0.6045112267
407	0.6044703743
408	0.6044353394
409	0.6044078469
410	0.6043675202
411	0.6043308502
412	0.6043017304
413	0.6042811412
414	0.6042516238
415	0.6042145199
416	0.6041703861
417	0.6041300309
418	0.6040968494
419	0.6040617897
420	0.6040230447
421	0.6039817086
422	0.603943649
423	0.6038923919
424	0.6038558818
425	0.6038087436
426	0.6037700964
427	0.6037252851
428	0.6036895857
429	0.6036557556
430	0.6036168078
431	0.6035879727
432	0.6035545686
433	0.6035190353
434	0.6034909265
435	0.6034593827
436	0.603424609
437	0.6033940918
438	0.6033606297
439	0.603337422
440	0.6032837217
441	0.6032502878
442	0.6032148612
443	0.6031840703
444	0.6031413685
445	0.6031008011
446	0.6030737693
447	0.6030390889
448	0.6030026908
449	0.6029529316
450	0.6029209253
451	0.6028733983
452	0.602833798
453	0.6028009241
454	0.6027674742
455	0.6027372399
456	0.6027123204
457	0.6026771901
458	0.6026442799
459	0.602605858
460	0.602562059
461	0.6025391879
462	0.6025034739
463	0.6024624115
464	0.6024198776
465	0.6023763812
466	0.6023377966
467	0.6022957717
468	0.6022590779
469	0.6022239783
470	0.6021958302
471	0.6021556254
472	0.602121511
473	0.6020879948
474	0.6020491693
475	0.6020091155
476	0.6019731176
477	0.601939364
478	0.6019042185
479	0.6018667725
480	0.6018437628
481	0.6017970595
482	0.6017613102
483	0.6017244165
484	0.6016864093
485	0.601650814
486	0.6016025154
487	0.601571397
488	0.6015377407
489	0.6015006856
490	0.601463305
491	0.6014299936
492	0.601396475
493	0.6013633355
494	0.6013343333
495	0.6013059295
496	0.6012722537
497	0.6012491299
498	0.6012127773
499	0.6011858286
500	0.6011527256
501	0.6011213176
502	0.6010870605
503	0.6010471201
504	0.6010187758
505	0.6009848626
506	0.6009537738
507	0.6009307629
508	0.60089516
509	0.6008609021
510	0.6008120326
511	0.6007714303
512	0.6007307421
513	0.6007013076
514	0.6006698546
515	0.6006419968
516	0.6006106214
517	0.6005752921
518	0.6005423187
519	0.6005030639
520	0.6004802602
521	0.6004473139
522	0.6004175349
523	0.6003812608
524	0.6003498267
525	0.6003214002
526	0.6002945058
527	0.6002572164
528	0.6002239773
529	0.6001922037
530	0.6001549241
531	0.6001216552
532	0.6000795924
533	0.6000566985
534	0.6000243335
535	0.6000019816
536	0.5999692887
537	0.599930884
538	0.59990875
539	0.5998727221
540	0.5998392066
541	0.5998070537
542	0.5997763639
543	0.5997374174
544	0.5997051243
545	0.5996791867
546	0.5996477834
547	0.5996132453
548	0.5995839161
549	0.5995483515
550	0.5995178885
551	0.5994921168
552	0.599447148
553	0.5994069055
554	0.5993784758
555	0.5993527652
556	0.5993257859
557	0.5993013486
558	0.5992797115
559	0.5992496983
560	0.5992222867
561	0.5991878023
562	0.5991603644
563	0.5991250771
564	0.5991026974
565	0.5990687621
566	0.5990345906
567	0.5989933954
568	0.5989730395
569	0.5989440878
570	0.5989198684
571	0.5988988033
572	0.5988633134
573	0.5988288234
574	0.598809268
575	0.5987760328
576	0.5987413083
577	0.5987030617
578	0.5986747968
579	0.5986409611
580	0.5986092501
581	0.598584798
582	0.5985649843
583	0.5985280523
584	0.5984992788
585	0.5984699602
586	0.5984368877
587	0.5984117039
588	0.5983769024
589	0.5983489086
590	0.5983137354
591	0.5982762398
592	0.5982494926
593	0.5982252503
594	0.5981932722
595	0.5981565789
596	0.5981233788
597	0.5980924909
598	0.5980736203
599	0.5980383053
600	0.5980142666
601	0.5979934731
602	0.5979663369
603	0.5979313428
604	0.5978963491
605	0.5978719136
606	0.5978440237
607	0.5978111097
608	0.5977838066
609	0.5977501303
610	0.5977080202
611	0.5976805521
612	0.5976521101
613	0.5976237856
614	0.5975932368
615	0.597564238
616	0.5975330663
617	0.5975050604
618	0.5974742274
619	0.5974506736
620	0.5974247205
621	0.5973920786
622	0.5973653961
623	0.5973337359
624	0.5973008622
625	0.5972722992
626	0.597247034
627	0.5972177221
628	0.5971852828
629	0.5971487432
630	0.5971270053
631	0.5970914284
632	0.5970807255
633	0.5970436264
634	0.5970238514
635	0.5969975872
636	0.5969637004
637	0.5969263847
638	0.5969072158
639	0.5968804301
640	0.5968552407
641	0.5968285213
642	0.5967969747
643	0.5967595762
644	0.5967332833
645	0.5967155407
646	0.5966745627
647	0.5966481629
648	0.5966319465
649	0.5966025175
650	0.5965683563
651	0.5965454205
652	0.5965227761
653	0.5964890276
654	0.5964637453
655	0.5964306591
656	0.5963993989
657	0.5963757611
658	0.5963487974
659	0.5963263895
660	0.5962977915
661	0.5962692492
662	0.5962391475
663	0.5962143927
664	0.5961822786
665	0.5961481933
666	0.5961201731
667	0.5960895675
668	0.5960664699
669	0.5960379588
670	0.5960136577
671	0.5959921851
672	0.5959629265
673	0.5959244719
674	0.5958864547
675	0.5958627968
676	0.5958330314
677	0.5958129887
678	0.5957882039
679	0.5957593298
680	0.5957402548
681	0.595714169
682	0.59568511
683	0.5956620979
684	0.5956362982
685	0.5956167458
686	0.5955969296
687	0.5955710528
688	0.5955524414
689	0.5955227759
690	0.5954868611
691	0.5954645667
692	0.5954474664
693	0.5954126016
694	0.5953848541
695	0.5953668961
696	0.5953402863
697	0.5953111405
698	0.5952898724
699	0.5952621763
700	0.5952265484
701	0.5951954094
702	0.5951718549
703	0.5951533823
704	0.5951176044
705	0.5950794346
706	0.5950552067
707	0.5950301075
708	0.5950128067
709	0.5949895649
710	0.5949616441
711	0.5949356729
712	0.5949087335
713	0.5948772489
714	0.5948556336
715	0.594827795
716	0.5947985421
717	0.5947791402
718	0.594751044
719	0.5947274447
720	0.594699243
721	0.5946825119
722	0.5946545043
723	0.5946205334
724	0.5945915397
725	0.5945694964
726	0.5945441185
727	0.5945043755
728	0.5944819106
729	0.5944578145
730	0.5944298674
731	0.5944053787
732	0.5943775741
733	0.5943591042
734	0.5943391801
735	0.5943110623
736	0.594273065
737	0.5942405165
738	0.5942101103
739	0.5941862104
740	0.5941576202
741	0.5941292463
742	0.5940961331
743	0.5940704414
744	0.594040285
745	0.5940165474
746	0.5939910152
747	0.5939666027
748	0.5939392791
749	0.593908533
750	0.5938842984
751	0.5938547474
752	0.5938232601
753	0.5937958524
754	0.593763995
755	0.5937460678
756	0.5937224017
757	0.5936958528
758	0.5936661959
759	0.5936350496
760	0.5936069754
761	0.5935778413
762	0.5935526362
763	0.5935229492
764	0.5934968501
765	0.5934651043
766	0.5934397773
767	0.5934206537
768	0.593402904
769	0.5933776844
770	0.593352048
771	0.5933254526
772	0.5933059843
773	0.59327133
774	0.5932485496
775	0.5932207924
776	0.5931964897
777	0.5931696327
778	0.5931486148
779	0.5931230361
780	0.5930944974
781	0.5930723714
782	0.5930587539
783	0.5930410502
784	0.5930108495
785	0.59299265
786	0.5929643051
787	0.5929387602
788	0.5929162086
789	0.5928907403
790	0.5928620919
791	0.5928292739
792	0.5928077481
793	0.592783882
794	0.5927545125
795	0.5927292774
796	0.5927010973
797	0.5926765145
798	0.5926452256
799	0.5926295439
800	0.5926070191
801	0.5925838745
802	0.5925487001
803	0.5925258922
804	0.592501331
805	0.5924720564
806	0.5924471049
807	0.5924195693
808	0.5923841198
809	0.592359997
810	0.5923377292
811	0.5923122402
812	0.592286606
813	0.5922610891
814	0.5922466442
815	0.5922139041
816	0.5921893927
817	0.5921611257
818	0.5921345755
819	0.5920957501
820	0.592076881
821	0.5920558993
822	0.5920297606
823	0.5920037997
824	0.5919776279
825	0.5919571246
826	0.5919321198
827	0.5919109952
828	0.5918782509
829	0.5918573822
830	0.5918363921
831	0.5918020163
832	0.5917738015
833	0.5917477674
834	0.5917261216
835	0.5917042542
836	0.591682323
837	0.5916511629
838	0.5916268504
839	0.5915929927
840	0.5915730687
841	0.5915416204
842	0.5915257807
843	0.5914970913
844	0.5914694257
845	0.5914465306
846	0.5914277001
847	0.591397464
848	0.5913783032
849	0.5913501587
850	0.5913300391
851	0.5913156232
852	0.5912971804
853	0.5912721815
854	0.5912421919
855	0.5912179562
856	0.5911912946
857	0.5911681708
858	0.5911460776
859	0.5911326042
860	0.5911122489
861	0.5910838071
862	0.5910584499
863	0.5910300405
864	0.5910082009
865	0.5909828512
866	0.5909540284
867	0.5909228422
868	0.590895179
869	0.5908762943
870	0.5908581448
871	0.5908329966
872	0.5908169627
873	0.5907958659
874	0.5907660612
875	0.5907452775
876	0.5907252371
877	0.5907034832
878	0.5906725789
879	0.5906519904
880	0.5906298569
881	0.5905989021
882	0.5905721455
883	0.5905577276
884	0.5905327377
885	0.5905002424
886	0.5904742711
887	0.5904477429
888	0.590422603
889	0.5903890536
890	0.5903636748
891	0.5903430944
892	0.5903245698
893	0.5902966525
894	0.5902712174
895	0.5902446419
896	0.5902291406
897	0.5902007958
898	0.590182419
899	0.5901559837
900	0.5901285579
901	0.5901023209
902	0.5900829983
903	0.5900660066
904	0.5900507914
905	0.5900144489
906	0.5899872867
907	0.5899731003
908	0.5899511303
909	0.5899219844
910	0.5899021087
911	0.5898717361
912	0.5898473273
913	0.5898245321
914	0.589804474
915	0.5897879944
916	0.5897604586
917	0.5897399509
918	0.5897072467
919	0.5896858617
920	0.5896580565
921	0.5896298129
922	0.5896106579
923	0.5895833304
924	0.5895559546
925	0.5895295687
926	0.5895060442
927	0.5894922303
928	0.5894655085
929	0.5894407572
930	0.5894183177
931	0.5894061306
932	0.5893774041
933	0.5893615071
934	0.5893397819
935	0.5893169136
936	0.5892892206
937	0.5892559507
938	0.5892368682
939	0.5892241042
940	0.5892039852
941	0.5891838876
942	0.5891569652
943	0.5891399798
944	0.5891118722
945	0.5890929763
946	0.5890747073
947	0.5890555489
948	0.5890367087
949	0.5890129857
950	0.5889828988
951	0.5889721368
952	0.5889554989
953	0.5889279961
954	0.588898074
955	0.5888674836
956	0.5888411623
957	0.5888244306
958	0.5888011795
959	0.5887724611
960	0.5887646383
961	0.5887356912
962	0.5887077899
963	0.5886852085
964	0.588663854
965	0.588647468
966	0.5886195706
967	0.5886092325
968	0.5885870792
969	0.5885559368
970	0.5885282494
971	0.588502585
972	0.5884890812
973	0.5884655349
974	0.5884426094
975	0.5884192845
976	0.5883951908
977	0.5883787469
978	0.5883499708
979	0.5883242549
980	0.5883019057
981	0.5882783304
982	0.58826063
983	0.5882382741
984	0.5882090676
985	0.5881867157
986	0.5881633918
987	0.5881339339
988	0.588115807
989	0.5880842174
990	0.5880621792
991	0.5880354056
992	0.5880124248
993	0.5879868981
994	0.5879588359
995	0.587934201
996	0.5879091539
997	0.5878836355
998	0.5878586976
999	0.5878334338
